ethnicLabel,Freebase
German Nicaraguan,/m/0lqg7dh
German Venezuelan,/m/0hzn4cy
Germans in the United Kingdom,/m/027vg3v
Germans in the Philippines,/m/0gkzkc3
Germans in India,/m/0dscf8y
Germans in Pakistan,/m/0gx0lz8
Germans in Paraguay,/m/08sflx
Ghale,/m/0bs0qw8
Ghanaian American,/m/03wbmrc
Ghanaian Indian,/m/0k2l2m8
Ghanaians in the United Kingdom,/m/026s3c7
Ghanchi,/m/0cc5r0x
Uruguayans in Mexico,/m/0ywwwgz
Gharmi people,/m/07w1dk
Ghosi tribe,/m/07k7zz4
Ghulfan people,/m/0cp8f2
Gibraltarians in the United Kingdom,/m/011b1hwf
Giraavaru people,/m/04gqt97
Girai wurrung,/m/0807jkz
Goalpariya people,/m/0r3tgnc
Goan Muslims,/m/0j2649x
Gogodala people,/m/07tsrm
Gollo people,/m/06zps2v
Gomantak Maratha Samaj,/m/06w5sys
Gopas,/m/0gjb86g
Goriya,/m/02qknhp
Greek Bahamians,/m/09rxkpq
Greek Canadians,/m/067lrj
Greek settlement in the Philippines,/m/0gytzj6
Greeks in Argentina,/m/03cq8pc
Greeks in Azerbaijan,/m/0jwqzmt
Greeks in Denmark,/m/053wm4t
Greeks in Chile,/m/03cq93h
Greeks in Hawaii,/m/0gj9wgr
Greeks in Georgia,/m/012sn1_0
Greeks in Norway,/m/0bbzhdd
Pakistanis in China,/m/0bmh1_k
Pakistanis in Burma,/m/0r3sb59
Pakistanis in Denmark,/m/03npsnl
Pakistanis in Hong Kong,/m/0g56g9q
Pakistanis in Iran,/m/0bmfxzg
Pakistanis in Italy,/m/04zxn7f
Pakistanis in Kuwait,/m/0bhb1qc
Pakistanis in France,/m/04q28zc
Pakistanis in Libya,/m/04q6x8m
Pakistanis in Malaysia,/m/04q35gz
Pakistanis in Japan,/m/04zwm3b
Pakistanis in Qatar,/m/0bh6rkw
Pakistanis in Oman,/m/0bh8g96
Pakistanis in South Africa,/m/0c3_zy6
Pakistanis in Singapore,/m/051vvjh
Pakistanis in Spain,/m/04jh4yd
Pakistanis in Thailand,/m/0cc86nk
Pakistanis in Yemen,/m/0bhc108
Pakistanis in the Netherlands,/m/04ych2p
Palawan people,/m/0g55_0f
Palestinian Australian,/m/0gttnkk
Palestinian Nicaraguan,/m/02r90f4
Palestinians in Lebanon,/m/0gjcwxb
Palestinians in Jordan,/m/0n47l8q
Palestinians in Iraq,/m/03m9nf2
Pallar,/m/0cpdrc
Panamanian American,/m/03gy1h2
Panar,/m/0br_0c_
Panchagrama Brahmins,/m/0ll3fjb
Panesar,/m/026xmb_
Pangal,/m/085bwq
Panika,/m/0c3x47v
Pankhiya,/m/0c3xj8b
Paraguayan American,/m/03gy1hs
Paraguayan Argentine,/m/0g561gc
Paraguayan Brazilians,/m/055gvjn
Paraguayans in Italy,/m/0j651mw
Barngarla,/m/07kfllw
Paspahegh,/m/06hj6g
Pathans in Bihar,/m/0c00qm7
Pathans of Gujarat,/m/0bmgc9d
Pathans of Punjab,/m/05t1092
Pathans of Rajasthan,/m/09rvx2h
Pathans of Uttar Pradesh,/m/0c02rkb
Pathukudi,/m/0gmf5s2
Patni Jamat,/m/0bmddxq
Pattariyar,/m/0drwk4z
Pattusali,/m/02z2521
Patwa,/m/07k978j
Patuxent people,/m/05pb39r
Arab-Persians,/m/065f80
Person County Indians,/m/0kvgffz
Peru American,/m/091195
peruvian brazilian,/m/05ysncz
Peruvians in the United Kingdom,/m/02rm7_9
Peruvians of European descent,/m/0j_3z7r
Pardhi,/m/07qllf
Phom Naga,/m/0hgpv1g
Picayune Rancheria of Chukchansi Indians,/m/0ngtmxm
Pillager Band of Chippewa Indians,/m/09h3pp
Pinjara,/m/0b6lcs4
Pisgah Phase,/m/047bz14
Pit River Tribe,/m/0gffkpn
Pnar people,/m/0f8nnq
Bunong people,/m/027sbdm
Poarch Band of Creek Indians,/m/03c8821
Pocomoke people,/m/0cm9zzf
Podunk people,/m/02z8c9f
Pogórzanie,/m/043ktzj
Xunyu,/m/0dgnrqw
Yakkha,/m/03_wz0
Yako people,/m/025wllr
Yang people,/m/0rfg_br
Yankton Sioux Tribe,/m/04cv41j
Yaocomico,/m/0289gv3
Yarigui people,/m/025_n79
Yasika,/m/07qq_d
Yaw people,/m/0gfdwmw
Yazidis in Armenia,/m/0gty8m
Yemeni American,/m/0c_lcd
Yemenis in the United Kingdom,/m/043kdd9
Yenadis,/m/04ldbw4
Yeraz,/m/0273lpm
Yerington Paiute Tribe of the Yerington Colony and Campbell Ranch,/m/09k5xls
Yerwa Kanuri people,/m/0d3d5s
Yimchunger,/m/0h96xt4
Yocha Dehe Wintun Nation,/m/0nb3w11
Yolmo,/m/09rwq4j
Yomba Shoshone Tribe of the Yomba Reservation,/m/0bwk0d7
Yorta Yorta people,/m/026snhm
Yugoslav American,/m/0bbv05l
Yugoslavs in Serbia,/m/0h3w182
Yulu people,/m/0d3d8w
Zan people,/m/0j442y5
Zazi,/m/084r27
Zia people,/m/0407cmd
Zimbabwean American,/m/0h53c75
Zimbabwean Australian,/m/04grxbh
Zimbabweans in the United Kingdom,/m/0117vszz
Zimbabweans in Botswana,/m/07kf3_4
Zou people,/m/0fp8hy
Kabye people,/m/03lzyr
Oroks,/m/06dc9d
Austrian Argentine,/m/09g8hhn
Danish Argentine,/m/0105k4sc
Greek immigration to Mexico,/m/03cr54_
Paite people,/m/07m0zs
Piscataway tribe,/m/07kjfpf
Iraqi Americans,/m/0268pvf
Silesian Gorals,/m/011x3k31
Bactrians,/m/025t1xt
Romani people in Poland,/m/011v6y74
Cieszyn Vlachs,/m/011v790z
Barbadians in Brazil,/m/0k7xv4d
Setos,/m/04vgvj
Talysh people,/m/03yw78
Indian immigration to Brazil,/m/0c00cwj
Irish Brazilian,/m/04zyf72
History of the Maltese in Gibraltar,/m/0119k9g1
Japanese Canadians,/m/02rbdq5
Macedonians in Brazil,/m/04yds5c
Suruí de Rondônia,/m/03gzv25
Xambioá,/m/03gzv9r
Moru people,/m/0csvmj
Vietnamese Canadians,/m/067pdn
Vietnamese Australians,/m/08jwll
Russians of Croatia,/m/0n47f06
Iranians in the United Kingdom,/m/02q206y
Iranian Jews in Israel,/m/09g6z76
Iranian Canadians,/m/06vb7b
Raute people,/m/02xb25_
Crimean Tatars in Turkey,/m/010pfx89
Karapapak,/m/0fxq7s
Magoma people,/m/0gd110
Bunak,/m/0bt1v7
Galatians,/m/0_1g598
Mugali,/m/04gpxgn
Montenegrins of Serbia,/m/026cylh
Q11241704,/m/0nbcrjx
Whadjuk,/m/0b219m
Chambri people,/m/0b7djp
Japanese people in Hong Kong,/m/0118r85k
Pirahã,/m/03pkfb
Qaraei,/m/043lmdj
Japanese settlement in New Caledonia,/m/09gkgvv
Banyumasan people,/m/011f3w8g
Bolivian American,/m/02wcbj_
Kanalites,/m/047qcp4
Polish immigrants in Iceland,/m/0ll3r1c
Polish people in Lebanon,/m/0123r9tj
Swedish Poles,/m/0nd3_lj
Potato Germans,/m/0w7phtk
Black Puerto Rican,/m/0118s89f
Jidwaq,/m/0dqkm2
Kialegee Tribal Town,/m/05c4h7s
Mein tribe,/m/05b4ff_
Aboriginal Australians,/m/0j6x8
Aboriginal Australians,/m/03x_fq7
Samanthan Nair,/m/0gpdzl
Serbs in Vojvodina,/m/08w5hh
Turks in Ireland,/m/05f4hy9
Gagauz people in Ukraine,/m/0134q2m9
Georgians in Ukraine,/m/012gbq5d
Ukrainian Serbs,/m/0120w8z3
Spanish settlement in Jamaica,/m/0134xy0r
Plains and Sierra Miwok,/m/0gwkx3
Tatars in Ukraine,/m/011vn856
Ukrainians of Croatia,/m/0_x96l_
Vietnamese community of Berlin,/m/0g591v7
Croats of Italy,/m/0hhtm5p
Sandy Lake Band of Mississippi Chippewa,/m/05_dkq
Upper Kuskokwim people,/m/0100k8t4
Nacotchtank,/m/051_2_j
Sogwo Arig,/m/0w1fbhl
Ugong people,/m/03csz88
Muhajir,/m/09snp5
Lithuanian Canadians,/m/0h3l_zj
Lithuanians in Uruguay,/m/0yntsbd
Ida'an,/m/07dk22
Mangka'ak,/m/07flz_
Kedahan Malay,/m/05mt0ym
Indonesian Canadians,/m/043ql_9
Arabs in Romania,/m/0wzxh6s
Phai people,/m/03csdd3
Luo people of Kenya and Tanzania,/m/081scg
Karkarthar,/m/05fnzs
Thuluva Vellalar,/m/05pdk6h
Armenians in the United Arab Emirates,/m/0118h_w3
Taungyo,/m/0y7w_wy
Daingnet people,/m/0h1c01s
Asho people,/m/07kfqn9
Bulgarian Turks in Turkey,/m/0ndwxfy
Chandraseniya Kayastha Prabhu,/m/09x046
Black Welsh people,/m/0zmxl3c
Bahun,/m/07kfgkq
Nepalis in Germany,/m/0j7kdvp
Cafres,/m/0fb37g
Kurds in Russia,/m/0k3h8lr
Kemak people,/m/0bt3r8
Santa Ysabel Reservation,/m/0b__slv
Gullah,/m/02zs0m
Beary,/m/0ch4w3
Sarbans,/m/0964qm
European Australians,/m/06w5d0_
Noritani,/m/02853cw
Ngwa people,/m/04f5dp3
Greeks in Belgium,/m/011b94pm
Indian diaspora in Southeast Africa,/m/02rgjkw
Indonesians in the Philippines,/m/09chs1
Meriam people,/m/04mtt9
Mpi people,/m/03csz55
Nigerians in Japan,/m/0119pv0c
Iranians in Qatar,/m/0g5r8pk
Sumba people,/m/011q1_5d
Lutici,/m/0b__n4l
Sangirese people,/m/0wxpb5d
Moghols,/m/0w1d9_x
Manchester Band of Pomo Indians of the Manchester Rancheria,/m/05m_kss
Pauma Reservation,/m/0nb7v5m
Pechanga Reservation,/m/0nbtbvh
Fort McDermitt Paiute and Shoshone Tribe,/m/0vxdfvy
Paiute-Shoshone Tribe of the Fallon Reservation and Colony,/m/09k644h
Syrian Argentine,/m/0lqbblh
Indian community of London,/m/04mzm8j
Finnish Australian,/m/0wzwn_y
Bhandari caste,/m/02pzp57
Paiute Indian Tribe of Utah,/m/09k5_z2
Azerbaijani population,/m/0wr0fx3
Lebanese immigration to Mexico,/m/02r11hz
Iranians in Iraq,/m/0sggdhd
Mbunda people,/m/0wzztws
Confederated Tribes of the Goshute Reservation,/m/0vsgv57
Northwestern Band of the Shoshone Nation,/m/0vxd8vb
Tejon Indian Tribe of California,/m/0tkjsxf
Polish settlement in the Philippines,/m/0xnw0qt
Humaydah,/m/0yxzhc4
Nubian people,/m/01ksl0
Olots,/m/0w1frwb
Kamein,/m/0z8b0kt
Nepalis in Pakistan,/m/0g5pmk5
nisei,/m/04n7g3q
Kickapoo Traditional Tribe of Texas,/m/0x164cc
Paskenta Band of Nomlaki Indians,/m/0w_03yy
Skokomish Indian Tribe,/m/0xnq3f6
Indians in Brunei,/m/0h_96gm
El Molo people,/m/0zrsy6_
Dayak Mualang,/m/0_848th
Gaddang people,/m/0v3bv26
Zoroastrianism in India,/m/0zmz913
Madia Gond,/m/05ms4r1
Chileans in the Falkland Islands,/m/0_x5c4j
Kanakanavu people,/m/0120z1hq
Argentine Jews in Israel,/m/0100f1bv
Moravians,/m/0wy1xr9
Iraqis in the Netherlands,/m/02x6__f
Romani people in Bosnia and Herzegovina,/m/05f6rt2
Ural Swedes,/m/0105npqh
Chechen American,/m/0t_f5xr
Cossacks in the United States,/m/0w1fdlt
Indians in the Netherlands,/m/0q3_9jk
Malaysian Americans,/m/0d8qz7
Mauritian Australian,/m/0_ftlq6
Nepalese Canadian,/m/0cz8f6n
Romani people in Germany,/m/0yp2qvn
Tamils in France,/m/0ryw1n_
Abaga Mongols,/m/0w1dr_c
Abaganar,/m/0w32711
Africans in Hong Kong,/m/0y6mk8n
Afro-Ukrainian,/m/0_qfd6m
Sewee,/m/01258qqj
Pima Bajo,/m/010lqm1v
Onge,/m/07xm6c
Romani people in Syria,/m/0yqmqtn
Afro-Dominicans,/m/0t_c__s
Basque-Americans in California,/m/0y657xv
Basque-Americans in Oregon,/m/0w30pt9
Beninese people in France,/m/0w30fyv
Berber American,/m/0v3gggt
Bissau-Guineans in France,/m/0w328wx
Antiguan and Barbudan American,/m/0vzv29q
Corsican American,/m/0w2_9lf
Cypriot Australian,/m/0_ftrj8
Dominica American,/m/0w1dy7l
French Polynesian American,/m/0zbvps2
Guineans in France,/m/0w33ps5
Houlton Band of Maliseet Indians,/m/0wj3n_4
Mauritanians in France,/m/0w343qx
Ivorians in France,/m/0v38z78
Karuk Tribe,/m/0wj607r
Afro-French Guianan,/m/0y7w707
Malians in France,/m/0s8x69p
New Zealander Australian,/m/0gtybfd
Senegalese French,/m/0s8wfk_
Togolese people in France,/m/0w33qw8
White Dominican,/m/0vxgl50
Arabs in Serbia,/m/0z8wypt
Aimaq Hazara,/m/0vxfqf_
Americans in Argentina,/m/0w331_l
Berbers in France,/m/012n316t
Americans in Costa Rica,/m/0w30gm_
Maltese Canadians,/m/0_lcrqj
Cornish Canadians,/m/0s8yjzq
Dakota people,/m/0_1h1wj
Ho-Chunk Nation of Wisconsin,/m/0wzrl0r
Mauritanian American,/m/0vzt781
Wampanoag Tribe of Gay Head,/m/0vptdcn
Winnebago Tribe of Nebraska,/m/0x182sx
Mashpee Wampanoag Tribe,/m/0pmh4lb
Maltese American,/m/0289lxg
Bermudian American,/m/0vzt_73
Bhutanese American,/m/0vxdvwb
Britons in Japan,/m/0zg63p9
Hispanic and Latino Americans in Arizona,/m/0_fr45y
Hispanic and Latino Americans in Florida,/m/0zdr1_t
Hispanic and Latino Americans in Nevada,/m/0_fs67_
Liechtensteiner Americans,/m/0v3gkpg
Hispanic and Latino Americans in New Mexico,/m/0_fs67d
Moldovan American,/m/04f_jcx
Indians in Finland,/m/0gywt0v
Indigenous Mexican American,/m/0w1dg4l
Indo-Vincentian,/m/0p3r618
Māori American,/m/0w4v8xr
Ugandans in India,/m/0g55b48
Sami American,/m/0vps4yg
Sammarinese American,/m/0w663sc
Samoan Australian,/m/02vr6v9
Iowa Tribe of Kansas and Nebraska,/m/0vpldqg
Vincentian American,/m/0vzs8wb
Iowa Tribe of Oklahoma,/m/05m__1l
Czech Nebraskan,/m/0y68385
Czech South Dakotans,/m/0w7psbf
Scandinavian Australian,/m/0x0sylq
White Angolans,/m/0_gyc2b
White Dominican,/m/0vptmbf
White people in Botswana,/m/0xp_jxn
White Surinamese,/m/0vpw072
Luxembourgian Canadian,/m/0_s2jj4
Dutch West Indian American,/m/0yqjl88
Yoruba American,/m/0w1d56j
Manx American,/m/0v3g9fj
Sorbian American,/m/0vxgq38
Marshallese American,/m/0yp0yb5
Micronesian American,/m/0vztvb8
Middle Eastern Americans,/m/0vxcv9m
Kashubian American,/m/0w1g3cy
Kittian and Nevisian American,/m/0ywypc6
Kuwaiti American,/m/0w1fdz5
Americans in Ecuador,/m/0w2zgmy
South Sudanese Australians,/m/0zdk1jy
Asian Canadians,/m/04n7dwf
Asian Caribbean,/m/0yx_jzh
Asian French,/m/0r8lznw
Sri Lankans in Malaysia,/m/0hnfbps
Asian Puerto Rican,/m/0yx_98b
Surinamese American,/m/0vxcsys
Moroccan Jews,/m/0640_7q
Beninese American,/m/0vxcdkb
Tanzanian American,/m/0v3gjv9
Papua New Guinean Australian,/m/0_862dd
Afro-Anguillian,/m/0vzsqmq
Australians in Pakistan,/m/011778gk
Slovak Canadians,/m/0s8vf9y
Greenlandic American,/m/0v3gjm2
Guinea-Bissauan American,/m/0w1fbp9
Togolese American,/m/0vxf1tq
Latvian Australian,/m/0_1n0sc
Equatoguinean American,/m/0z2nqx3
Afro Turks and Caicos Islanders,/m/0y7vpv2
Eritrean American,/m/0t52vcb
Estonian Australian,/m/0_frrt0
Fijian American,/m/0t5236v
Gabonese American,/m/0yqm4vn
Hispanic and Latino Americans in Texas,/m/0ynz7wp
Galician American,/m/0w1g177
Gambian American,/m/0vsjg71
Arabs in Austria,/m/0z8dypz
German Nebraskan,/m/0y6fnn2
Ghanaian Arabs,/m/011bk1gq
History of the Jews in Puerto Rico,/m/0118frbp
Nigerians in India,/m/0r3r50_
Palauan American,/m/0w1g2hn
Afro-Antiguan and Barbudan,/m/0vztlk7
Afro-Aruban,/m/0w1d6qg
Afro-Curaçaoan,/m/0vzr36y
Afro-Kittian and Nevisian,/m/0w1fm1j
Afro-Vincentian,/m/0vphtx8
Albanian American Student Organization,/m/0pcl_6j
Irreligion in Africa,/m/0ztjlyw
Alabama-Coushatta Tribe of Texas,/m/0vp9c5l
Hispanos of New Mexico,/m/0hznbsz
Palestinian Canadian,/m/0_qhg9w
Tajik American,/m/0w312rn
Cameroonian American,/m/0vxg7yb
Saint Lucian American,/m/0vzsdh_
Rusyn American,/m/02p_gby
Australians in Israel,/m/0gvthfr
Indians in Russia,/m/0dsf5qs
Indo-Martiniquais,/m/0dgqzfj
Nigerians in Ireland,/m/0gx2ky_
Algerian Canadians,/m/0_qlxd6
Breton Canadian,/m/0s8yl6z
Danish people in Greenland,/m/0y7t9hb
Swiss Canadians,/m/0_qkfmq
White Bolivians,/m/0y6f4yr
Cuban Canadians,/m/0_v31ck
Peruvian Canadians,/m/0_xbk57
Turkish Venezuelan,/m/0nb1ng5
Venezuelans in Spain,/m/0_s5vjk
Irish people in Jamaica,/m/08071tx
Latin American Canadians,/m/067lgn
Salvadoran Canadians,/m/0wj17_c
quilombola,/m/02r979b
Adamkhel,/m/0gvrg0s
Bengali Muslims,/m/0_h02wx
Biafada people,/m/0rf8cvc
Chaubunagungamaug Nipmuck,/m/0_fn9zs
Croatan,/m/0dxxxk
Darzi,/m/07s91l1
Binbinga,/m/0s988zp
Bunuba people,/m/0_v5w55
Jarijari,/m/0t_d81b
Paarkantji,/m/0z6smg9
Iraqi biradri,/m/0fx29t
Arabs in Italy,/m/0108zhgr
Tunumiit,/m/0_lmqtr
Wemba-Wemba,/m/03cqymw
Wilyakali,/m/0z6rwcy
Yalukit,/m/0gmfw18
Khanzada Rajputs,/m/0809rrk
Khumra,/m/0c3tq7l
Kootenai Tribe of Idaho,/m/0wj3nns
Kunjra,/m/076zh3d
Kwikwetlem,/m/0100s0jt
Manganiar,/m/0268s9x
Marathi Muslims,/m/01026n1q
Black people in Ireland,/m/0dth01
Criollo people,/m/0bnzjx
Karkin people,/m/0kbg_10
Lake Miwok,/m/0fv40h
Angolans in France,/m/0w34gmp
Croat Muslims,/m/0zrvfh0
Chinese people in the United Arab Emirates,/m/0118frq9
South Asian people in Ireland,/m/0gffm_5
Tampa Indian Reservation,/m/0w1czyj
Valluvar,/m/04lcr0p
Lithuanian Australian,/m/0_9b6f3
Croatian Ecuadorians,/m/011q238p
Zialo people,/m/0t_d8nf
Marind people,/m/04f32pw
Toro people,/m/012g4p4c
Chumburu,/m/01088k3h
Ghanaian Australian,/m/0z6rpsc
Ghanaians in France,/m/0w2zgf1
Serbian Russians,/m/012203dl
Afro-Barbadian,/m/0rpfy72
Ethiopian Canadians,/m/0wzwb7n
Ponca Tribe of Nebraska,/m/0vptw48
Australians in Singapore,/m/0wbl5nr
Biloxi people,/m/0dfrqp
Coushatta Tribe of Louisiana,/m/0vpwqgh
Aohans,/m/0w1f3wk
Argentine Canadians,/m/0ynw3d4
Filipinos in Poland,/m/0xnq26h
Gabonese people in France,/m/0w2_bl1
Basque Canadian,/m/0s8wfn2
Ibi,/m/0cm9336
indigenous peoples of the Eastern Woodlands,/m/0w7pygp
Indians in Cyprus,/m/0g55kz4
Iraqis in Turkey,/m/0g5qnk2
Central Africans in the United States,/m/0zrs1qp
Chantuu,/m/0w1dn93
Russians in Iran,/m/0108dqkk
Lindu,/m/0qk85
Mbukushu,/m/0cc978r
Stillaguamish Tribe of Indians of Washington,/m/0xpm8z7
Britons in Egypt,/m/0h1g0hb
Juris,/m/05l8mm
Yakweakwioose First Nation,/m/080psfx
Chachar,/m/0b76tpl
Hadiya people,/m/0pc5vyx
Nkoroo people,/m/03cnnqn
Eljigin,/m/0w1f0v7
Slovak Australians,/m/0_1n1qb
Maheshwari,/m/090d74
Malaysian New Zealanders,/m/0102dmf5
Mauritians in France,/m/0w32z3g
Saleban Abdalle,/m/0_x7t8x
Surre,/m/0_r_9fn
Latvians in Lithuania,/m/0wf_w75
Khishigten,/m/0w1dbv5
Sunud,/m/0w1f512
Jaruud,/m/0w1dmfq
Khuuchid,/m/0w1dy4s
Iranians in Lebanon,/m/0105k_4_
Chechens in Austria,/m/0t_fwsz
Eufaula people,/m/02wx9bg
Colombian Canadians,/m/0_yf460
Bardili,/m/09rvh_5
Maltese in Egypt,/m/0s97qfh
Congolese people in France,/m/0v39pvh
Cameroonians in France,/m/0w2zqt_
Baatud,/m/0w18ww4
Chileans in France,/m/0_xb382
Chinese people in Uruguay,/m/0y4vvxf
Iraqis in New Zealand,/m/03cp7_t
Eritrean Canadians,/m/0wztnxk
Chechens in France,/m/0w2zwv7
Anglo-Indian Canadians,/m/03ydhtv
Muhammad Khwaja,/m/0zgb63m
Hasanbeyglu,/m/0ztj45b
Migrant labourers in Kerala,/m/0h7q5xg
Muumyangan,/m/0w34fns
South Sudanese Canadians,/m/0zdntl9
European Tunisian,/m/0wxtlx_
Italians in India,/m/0gtx1qc
Icelandic Australian,/m/0_1f7g0
Baloch American,/m/010fc3xf
Filipino Belgians,/m/0_1fpy8
Chalabianlu,/m/0zrv6hb
Angolan immigration to Brazil,/m/0_x5v8z
Luwo,/m/0wj1b1v
Asian Surinamese,/m/0vpp2hw
Breton American,/m/0vxcy6y
Filipinos in Nepal,/m/0w1fjnb
Greeks in Israel and Palestine,/m/0_qkl7m
Hornepayne First Nation,/m/0j9mc8f
Indians in Portugal,/m/03mb5rc
Kham Magar,/m/08nb51
Kickapoo Tribe in Kansas,/m/0x157mb
Indo-Saint Lucian,/m/0vp8dv0
Burmese Australian,/m/0_86hxx
Cambodian Australian,/m/0h53yyj
Gwaʼsa̱la,/m/010hs0_z
Kandavara Brahmins,/m/010pdd2k
Kiryathil Nair,/m/02pbp0q
Banna people,/m/010hkr40
Indians in Korea,/m/0g9_mbk
Black Carib,/m/0vxglcl
Israelis in India,/m/0gtt5__
Ḵwiḵwa̱sut̓inux̱w,/m/010hpd9r
Kewat,/m/07sbs32
Kodava maaple,/m/0yp35cl
Kuravar,/m/0j9ms64
Lebanese people in Germany,/m/0zc0kqb
Lebanese people in Spain,/m/010hlnr8
Lebanese people in Egypt,/m/010lt6r5
Kenyan Australian,/m/0z8t3j4
Malagasy people in France,/m/0w3296z
Marwari Muslims,/m/01026w6d
Mazari tribe,/m/0bxjjr
Melkite Christianity in Lebanon,/m/010lvfrj
Miami Nation of Indiana,/m/0vpk71w
Moroccan genetics,/m/0km2drj
Muslim Halwai,/m/07kcytx
Nanbai,/m/07kgwqx
Nanticoke Lenni-Lenape,/m/0d8f36
Negev Bedouin women,/m/010f7phq
Nepalis in Thailand,/m/0ds2p4n
Maghrebi Arabs,/m/0j64mtz
Taoni,/m/076v_7l
Pathans of Madhya Pradesh,/m/0tkdy8c
Lebanese Protestant Christians,/m/010hs89f
Rajasthani Muslims,/m/01029k1t
Romanians of Serbia,/m/084syw
Nigerian Australian,/m/0ywz4zk
Schaghticoke tribe,/m/06gq0s
Scotch-Irish Canadians,/m/0y7tzms
Semiahmoo people,/m/05q4lq7
Pakistanis in Somalia,/m/0z8gtt5
Somalis in Pakistan,/m/0z6v8f7
Snoqualmie people,/m/0xpbbr0
South Sudanese Americans,/m/0zdqlh0
Peruvian Australian,/m/04f1fnm
Portuguese Indonesian,/m/0y4txm3
Tai,/m/0bh71pb
Onnigud,/m/0w31vlh
Vietnamese in Malaysia,/m/0_1k45x
Tamils in Italy,/m/0yp00hk
Yarse,/m/0t53z7k
Japanese Caribbean,/m/0t_c_60
Indian community in the Dominican Republic,/m/010s57c8
Nigerian immigration to Brazil,/m/0_xc08r
Overseas Minangkabau,/m/03hp926
Filipinos in India,/m/0ds179s
Mian people,/m/09rtd_g
Guyanese community in India,/m/0w4swd5
Indo-Guyanese,/m/06w4lv
Tatar Canadian,/m/0_qjkhj
Teme-Augama Anishnabai,/m/02vkvrn
Indians in Afghanistan,/m/0bs22bd
Indians in Bahrain,/m/0qk_btr
Indians in Zimbabwe,/m/047s6wm
Temuan,/m/05h3yff
Irish Indians,/m/0cc5f41
Jhinwar,/m/010f50np
Khelma people,/m/04n3x3d
Zo people,/m/0100slhh
Sylhetis,/m/0zrn5z4
Hiligaynon people,/m/043zx4k
Mbanderu people,/m/0zgcvqy
Paniya people,/m/0yx_4jx
Dendi people,/m/0s8xjxq
Karay-a people,/m/09ccgs
Nahukuá,/m/063yn65
Neihsial,/m/0_x5mx2
Mexican immigration to Chile,/m/0117tn7c
Eskaya people,/m/026wf23
Saihriem people,/m/0tkh1lb
Spanish immigration to Hawaii,/m/0z6r2cl
Port Gamble S'Klallam,/m/0wkj9t7
Tukudeka,/m/0ynvp0j
Yustaga,/m/0t_cxch
Malian American,/m/0cmbx7w
Defaka people,/m/069n0r
Ikwerre people,/m/057xh8x
Kamuku people,/m/0dsf3cr
Kilba people,/m/02qjym4
Ngoni people,/m/08khn1
Mano people,/m/0_fprbr
Waccamaw,/m/058g2h
White Puerto Rican,/m/0y7vs98
Tamil Germans,/m/0ryt5b0
Jobawa,/m/0105ndgp
Tamil Seychellois,/m/0x2b5n0
Zeliangrong,/m/0h3ws0t
Britons in France,/m/011jjyqw
Jalaids,/m/0w1d38r
Saaroa people,/m/0120zg2b
Copts (ethnic group),/m/011c9p8f
Terekeme people,/m/0fxq7s
Choctaw-Apache Tribe of Ebarb,/m/01113h3_
Argentines in France,/m/011l5vkv
Brazilians in France,/m/011l5cps
Italian Australians of Melbourne,/m/01114t5d
Moroccans in France,/m/011l4ybp
Mackinac Bands of Chippewa and Ottawa Indians,/m/01115h1q
Vietnamese people in Belgium,/m/010x9r4d
Croats in Bolivia,/m/0135z5fc
Italians in New Orleans,/m/011q027h
Indian Moors,/m/011jm_rm
Kurdish Canadians,/m/011x6b0x
Berber Canadians,/m/0120xmk1
Belarusian Canadians,/m/0120yxwg
Kazakh Canadians,/m/0120_kf8
Kurdish Australians,/m/011x4q8z
Moldovan Canadians,/m/012bx8l7
Tajiks in Canada,/m/01211b55
Uzbek Canadians,/m/0120zn1w
Poles in Spain,/m/011l66k5
Kurds in New Zealand,/m/011c62mv
Druze in Lebanon,/m/011x4hwg
Serbian Argentine,/m/0121l22s
Angkola people,/m/011v7pby
Serb community of White Carniola,/m/011f2fjd
Turka people,/m/01117472
Kurds in Pakistan,/m/0121_l5p
Palestinians in Pakistan,/m/09v942z
Romani people in Libya,/m/0121_gbt
Sumbawa people,/m/011q1qdz
Syrian Australian,/m/0121m12k
Manx Canadians,/m/0123hqxb
Syrians in Uruguay,/m/0121_y18
mestizos in Venezuela,/m/011sn443
Kurds in France,/m/0123nknb
Latin American Asian,/m/0125gwft
Lebanese people in the United Arab Emirates,/m/011pz5px
Curaçaoans in the Netherlands,/m/0125grwd
Mandaeans in Sweden,/m/0123r3jd
Arameans in Israel,/m/012668n4
Spanish and Portuguese Jews,/m/06y06l
Albanians in Egypt,/m/012hz4x_
Lebanese people in Syria,/m/012kx0_g
Afghans in New Zealand,/m/0127xvxt
Spanish Serbs,/m/012htvqk
Mongolian Canadians,/m/0_s2b1w
Mek people,/m/05h2s_f
Serbian New Zealander,/m/012hy_35
Arab Uruguayan,/m/012hd72w
Iraqis in Denmark,/m/064n6xt
Indonesians in Malaysia,/m/012nmn_t
French Guatemalan,/m/0134dbx6
East Timorese Australians,/m/012vxr6d
Burmese in Malaysia,/m/012krk4q
Muna people,/m/012n162k
Pamona people,/m/01296cm_
Garachi,/m/02qx28s
Bwe people,/m/047g310
Lohar,/m/0cb060
Q19832690,/m/0nbc_j_
Chinese people in the DRC,/m/012r1z_9
Lloa people,/m/012rcldq
Chinese people in Mali,/m/012hcmz3
